"SC"|Yes|"39853580"|"75454646"
"CL"|No |"39853580"|"75454647"
"CL-ML"|No |"39853581"|"75454648"
"SM"|Yes|"39853581"|"75454649"
"ML"|No |"39853581"|"75454650"
"SC-SM"|No |"39853581"|"75454651"
"CL"|No |"39853581"|"75454652"
"SC"|No |"39853581"|"75454653"
"SM"|No |"39853582"|"75454654"
"SC-SM"|Yes|"39853582"|"75454655"
"SC-SM"|No |"39853583"|"75454656"
"SM"|Yes|"39853583"|"75454657"
"SM"|Yes|"39853584"|"75454658"
"SP-SM"|No |"39853584"|"75454659"
"SW-SM"|No |"39853584"|"75454660"
"SC-SM"|No |"39853584"|"75454661"
"SP-SM"|No |"39853585"|"75454662"
"SM"|Yes|"39853585"|"75454663"
"SP"|No |"39853585"|"75454664"
"SC-SM"|No |"39853585"|"75454665"
"SM"|Yes|"39853586"|"75454666"
"SC-SM"|No |"39853586"|"75454667"
"SP-SM"|No |"39853587"|"75454668"
"SC-SM"|No |"39853587"|"75454669"
"SM"|Yes|"39853587"|"75454670"
"CL-ML"|No |"39853588"|"75454671"
"ML"|No |"39853588"|"75454672"
"SC"|No |"39853588"|"75454673"
"SC-SM"|No |"39853588"|"75454674"
"SM"|Yes|"39853588"|"75454675"
"CL"|No |"39853588"|"75454676"
"SM"|Yes|"39853589"|"75454677"
"SC-SM"|No |"39853589"|"75454678"
"ML"|No |"39853589"|"75454679"
"CL-ML"|No |"39853589"|"75454680"
"SM"|Yes|"39853590"|"75454681"
"ML"|No |"39853591"|"75454682"
"SC-SM"|No |"39853591"|"75454683"
"SM"|Yes|"39853591"|"75454684"
"CL-ML"|No |"39853591"|"75454685"
"CL"|No |"39853591"|"75454686"
"PT"|Yes|"39853592"|"75454687"
"SP-SM"|No |"39853593"|"75454688"
"SC-SM"|No |"39853593"|"75454689"
"SM"|Yes|"39853593"|"75454690"
"CL-ML"|No |"39853594"|"75454691"
"ML"|No |"39853594"|"75454692"
"SC"|No |"39853594"|"75454693"
"SC-SM"|No |"39853594"|"75454694"
"SM"|Yes|"39853594"|"75454695"
"CL"|No |"39853594"|"75454696"
"SM"|Yes|"39853595"|"75454697"
"SC-SM"|No |"39853595"|"75454698"
"ML"|No |"39853595"|"75454699"
"CL-ML"|No |"39853595"|"75454700"
"SM"|Yes|"39853596"|"75454701"
"ML"|No |"39853597"|"75454702"
"SC-SM"|No |"39853597"|"75454703"
"SM"|Yes|"39853597"|"75454704"
"CL-ML"|No |"39853597"|"75454705"
"CL"|No |"39853597"|"75454706"
"PT"|Yes|"39853598"|"75454707"
"CL-ML"|No |"39853599"|"75454708"
"SM"|Yes|"39853599"|"75454709"
"ML"|No |"39853599"|"75454710"
"SC-SM"|No |"39853599"|"75454711"
"CL"|No |"39853599"|"75454712"
"SC"|No |"39853599"|"75454713"
"SM"|No |"39853600"|"75454714"
"SC-SM"|Yes|"39853600"|"75454715"
"ML"|Yes|"39853601"|"75454716"
"SM"|No |"39853601"|"75454717"
"SC-SM"|No |"39853601"|"75454718"
"CL-ML"|No |"39853601"|"75454719"
"CL-ML"|No |"39853602"|"75454720"
"SC-SM"|No |"39853602"|"75454721"
"SM"|No |"39853602"|"75454722"
"ML"|No |"39853602"|"75454723"
"SC"|Yes|"39853602"|"75454724"
"CL"|No |"39853602"|"75454725"
"SM"|No |"39853603"|"75454726"
"GM"|No |"39853603"|"75454727"
"ML"|Yes|"39853603"|"75454728"
"GM"|No |"39853604"|"75454729"
"SM"|No |"39853604"|"75454730"
"SC-SM"|Yes|"39853604"|"75454731"
"SC"|No |"39853604"|"75454732"
"SM"|No |"39853605"|"75454733"
"GM"|No |"39853605"|"75454734"
"ML"|No |"39853605"|"75454735"
"SC-SM"|Yes|"39853605"|"75454736"
"CL"|No |"39853605"|"75454737"
"SM"|Yes|"39853606"|"75454738"
"SP-SM"|No |"39853606"|"75454739"
"SW-SM"|No |"39853606"|"75454740"
"SC-SM"|No |"39853606"|"75454741"
"SP-SM"|No |"39853607"|"75454742"
"SM"|Yes|"39853607"|"75454743"
"SP"|No |"39853607"|"75454744"
"SC-SM"|No |"39853607"|"75454745"
"SM"|Yes|"39853608"|"75454746"
"SC-SM"|No |"39853608"|"75454747"
"SC-SM"|No |"39853609"|"75454748"
"SM"|Yes|"39853609"|"75454749"
"SM"|Yes|"39853610"|"75454750"
"SP-SM"|No |"39853610"|"75454751"
"SW-SM"|No |"39853610"|"75454752"
"SC-SM"|No |"39853610"|"75454753"
"SP-SM"|No |"39853611"|"75454754"
"SM"|Yes|"39853611"|"75454755"
"SP"|No |"39853611"|"75454756"
"SC-SM"|No |"39853611"|"75454757"
"SM"|Yes|"39853612"|"75454758"
"SC-SM"|No |"39853612"|"75454759"
"SC-SM"|No |"39853613"|"75454760"
"SM"|Yes|"39853613"|"75454761"
"ML"|Yes|"39853614"|"75454762"
"SM"|No |"39853614"|"75454763"
"SC-SM"|No |"39853614"|"75454764"
"CL-ML"|No |"39853614"|"75454765"
"CL-ML"|No |"39853615"|"75454766"
"SC-SM"|No |"39853615"|"75454767"
"SM"|No |"39853615"|"75454768"
"ML"|No |"39853615"|"75454769"
"SC"|Yes|"39853615"|"75454770"
"CL"|No |"39853615"|"75454771"
"CL-ML"|No |"39853616"|"75454772"
"SM"|Yes|"39853616"|"75454773"
"ML"|No |"39853616"|"75454774"
"SC-SM"|No |"39853616"|"75454775"
"CL"|No |"39853616"|"75454776"
"SC"|No |"39853616"|"75454777"
"SM"|No |"39853617"|"75454778"
"SC-SM"|Yes|"39853617"|"75454779"
"SM"|No |"39853618"|"75454780"
"GM"|No |"39853618"|"75454781"
"ML"|Yes|"39853618"|"75454782"
"GM"|No |"39853619"|"75454783"
"SM"|No |"39853619"|"75454784"
"SC-SM"|Yes|"39853619"|"75454785"
"SC"|No |"39853619"|"75454786"
"SC-SM"|Yes|"39853620"|"75454787"
"CL"|No |"39853620"|"75454788"
"SM"|No |"39853620"|"75454789"
"GM"|No |"39853620"|"75454790"
"ML"|No |"39853620"|"75454791"
"SP-SM"|No |"39853621"|"75454792"
"SC-SM"|No |"39853621"|"75454793"
"SM"|Yes|"39853621"|"75454794"
"CL-ML"|No |"39853622"|"75454795"
"ML"|No |"39853622"|"75454796"
"SC"|No |"39853622"|"75454797"
"SC-SM"|No |"39853622"|"75454798"
"SM"|Yes|"39853622"|"75454799"
"CL"|No |"39853622"|"75454800"
"SM"|Yes|"39853623"|"75454801"
"SC-SM"|No |"39853623"|"75454802"
"ML"|No |"39853623"|"75454803"
"CL-ML"|No |"39853623"|"75454804"
"SM"|Yes|"39853624"|"75454805"
"ML"|No |"39853625"|"75454806"
"SC-SM"|No |"39853625"|"75454807"
"SM"|Yes|"39853625"|"75454808"
"CL-ML"|No |"39853625"|"75454809"
"CL"|No |"39853625"|"75454810"
"PT"|Yes|"39853626"|"75454811"
"SP-SM"|No |"39853627"|"75454812"
"SC-SM"|No |"39853627"|"75454813"
"SM"|Yes|"39853627"|"75454814"
"CL-ML"|No |"39853628"|"75454815"
"ML"|No |"39853628"|"75454816"
"SC"|No |"39853628"|"75454817"
"SC-SM"|No |"39853628"|"75454818"
"SM"|Yes|"39853628"|"75454819"
"CL"|No |"39853628"|"75454820"
"SM"|Yes|"39853629"|"75454821"
"SC-SM"|No |"39853629"|"75454822"
"ML"|No |"39853629"|"75454823"
"CL-ML"|No |"39853629"|"75454824"
"SM"|Yes|"39853630"|"75454825"
"ML"|No |"39853631"|"75454826"
"SC-SM"|No |"39853631"|"75454827"
"SM"|Yes|"39853631"|"75454828"
"CL-ML"|No |"39853631"|"75454829"
"CL"|No |"39853631"|"75454830"
"PT"|Yes|"39853632"|"75454831"
"CL-ML"|No |"39853633"|"75454832"
"SM"|Yes|"39853633"|"75454833"
"ML"|No |"39853633"|"75454834"
"SC-SM"|No |"39853633"|"75454835"
"CL"|No |"39853633"|"75454836"
"SC"|No |"39853633"|"75454837"
"SM"|No |"39853634"|"75454838"
"SC-SM"|Yes|"39853634"|"75454839"
"ML"|Yes|"39853635"|"75454840"
"SM"|No |"39853635"|"75454841"
"SC-SM"|No |"39853635"|"75454842"
"CL-ML"|No |"39853635"|"75454843"
"CL-ML"|No |"39853636"|"75454844"
"SC-SM"|No |"39853636"|"75454845"
"SM"|No |"39853636"|"75454846"
"ML"|No |"39853636"|"75454847"
"SC"|Yes|"39853636"|"75454848"
"CL"|No |"39853636"|"75454849"
"SM"|No |"39853637"|"75454850"
"GM"|No |"39853637"|"75454851"
"ML"|Yes|"39853637"|"75454852"
"GM"|No |"39853638"|"75454853"
"SM"|No |"39853638"|"75454854"
"SC-SM"|Yes|"39853638"|"75454855"
"SC"|No |"39853638"|"75454856"
"SM"|No |"39853639"|"75454857"
"GM"|No |"39853639"|"75454858"
"ML"|No |"39853639"|"75454859"
"SC-SM"|Yes|"39853639"|"75454860"
"CL"|No |"39853639"|"75454861"
"SM"|Yes|"39853640"|"75454862"
"SP-SM"|No |"39853640"|"75454863"
"SW-SM"|No |"39853640"|"75454864"
"SC-SM"|No |"39853640"|"75454865"
"SP-SM"|No |"39853641"|"75454866"
"SM"|Yes|"39853641"|"75454867"
"SP"|No |"39853641"|"75454868"
"SC-SM"|No |"39853641"|"75454869"
"SM"|Yes|"39853642"|"75454870"
"SC-SM"|No |"39853642"|"75454871"
"SC-SM"|No |"39853643"|"75454872"
"SM"|Yes|"39853643"|"75454873"
"ML"|Yes|"39853644"|"75454874"
"SM"|No |"39853644"|"75454875"
"SC-SM"|No |"39853644"|"75454876"
"CL-ML"|No |"39853644"|"75454877"
"CL-ML"|No |"39853645"|"75454878"
"SC-SM"|No |"39853645"|"75454879"
"SM"|No |"39853645"|"75454880"
"ML"|No |"39853645"|"75454881"
"SC"|Yes|"39853645"|"75454882"
"CL"|No |"39853645"|"75454883"
"CL-ML"|No |"39853646"|"75454884"
"SM"|Yes|"39853646"|"75454885"
"ML"|No |"39853646"|"75454886"
"SC-SM"|No |"39853646"|"75454887"
"CL"|No |"39853646"|"75454888"
"SC"|No |"39853646"|"75454889"
"SM"|No |"39853647"|"75454890"
"SC-SM"|Yes|"39853647"|"75454891"
"SM"|Yes|"39853648"|"75454892"
"SP-SM"|No |"39853648"|"75454893"
"SW-SM"|No |"39853648"|"75454894"
"SC-SM"|No |"39853648"|"75454895"
"SP-SM"|No |"39853649"|"75454896"
"SM"|Yes|"39853649"|"75454897"
"SP"|No |"39853649"|"75454898"
"SC-SM"|No |"39853649"|"75454899"
"SM"|Yes|"39853650"|"75454900"
"SC-SM"|No |"39853650"|"75454901"
"SC-SM"|No |"39853651"|"75454902"
"SM"|Yes|"39853651"|"75454903"
"SP-SM"|No |"39853652"|"75454904"
"SC-SM"|No |"39853652"|"75454905"
"SM"|Yes|"39853652"|"75454906"
"CL-ML"|No |"39853653"|"75454907"
"ML"|No |"39853653"|"75454908"
"SC"|No |"39853653"|"75454909"
"SC-SM"|No |"39853653"|"75454910"
"SM"|Yes|"39853653"|"75454911"
"CL"|No |"39853653"|"75454912"
"SM"|Yes|"39853654"|"75454913"
"SC-SM"|No |"39853654"|"75454914"
"ML"|No |"39853654"|"75454915"
"CL-ML"|No |"39853654"|"75454916"
"SM"|Yes|"39853655"|"75454917"
"ML"|No |"39853656"|"75454918"
"SC-SM"|No |"39853656"|"75454919"
"SM"|Yes|"39853656"|"75454920"
"CL-ML"|No |"39853656"|"75454921"
"CL"|No |"39853656"|"75454922"
"PT"|Yes|"39853657"|"75454923"
"SP-SM"|No |"39853658"|"75454924"
"SC-SM"|No |"39853658"|"75454925"
"SM"|Yes|"39853658"|"75454926"
"CL-ML"|No |"39853659"|"75454927"
"ML"|No |"39853659"|"75454928"
"SC"|No |"39853659"|"75454929"
"SC-SM"|No |"39853659"|"75454930"
"SM"|Yes|"39853659"|"75454931"
"CL"|No |"39853659"|"75454932"
"SM"|Yes|"39853660"|"75454933"
"SC-SM"|No |"39853660"|"75454934"
"ML"|No |"39853660"|"75454935"
"CL-ML"|No |"39853660"|"75454936"
"SM"|Yes|"39853661"|"75454937"
"ML"|No |"39853662"|"75454938"
"SC-SM"|No |"39853662"|"75454939"
"SM"|Yes|"39853662"|"75454940"
"CL-ML"|No |"39853662"|"75454941"
"CL"|No |"39853662"|"75454942"
"PT"|Yes|"39853663"|"75454943"
"ML"|Yes|"39853664"|"75454944"
"SM"|No |"39853664"|"75454945"
"SC-SM"|No |"39853664"|"75454946"
"CL-ML"|No |"39853664"|"75454947"
"CL-ML"|No |"39853665"|"75454948"
"SC-SM"|No |"39853665"|"75454949"
"SM"|No |"39853665"|"75454950"
"ML"|No |"39853665"|"75454951"
"SC"|Yes|"39853665"|"75454952"
"CL"|No |"39853665"|"75454953"
"CL-ML"|No |"39853666"|"75454954"
"SM"|Yes|"39853666"|"75454955"
"ML"|No |"39853666"|"75454956"
